UniProtID,scale
O14526,55.71011647778508
O14529,51.911100972224204
O14531,80.62741000672055
O14548,103.37580468662374
O14556,74.5381621497628
O14558,155.82435421288042
O14559,57.91313485566714
O14569,142.57902398239884
O14576,60.86551066658318
O14578,51.4529360326665
O14579,85.62657147957628
O14595,117.83572956390425
O14599,171.91171891216808
O14602,109.51513337060109
O14610,147.2426792623132
O14613,95.70182089810457
O14617,60.61068630948023
O14618,138.0843598490057
O14625,122.58086840683136
O14627,81.38510709220321
O14638,88.74775290218395
O14639,61.086764777954954
O14640,61.636031980463116
O14641,64.1379447109596
O14645,63.001164716870576
O14646,56.243855024677465
O14647,55.39529378634501
O14649,84.60010057431582
O14653,76.58793769996801
O14654,50.1257951413101
O14672,72.55856971306247
O14678,87.09678660348594
O14681,77.06041318205484
O14682,96.56678263954794
O14713,92.59114809219406
O14727,92.67562860144189
O14732,121.37730110028592
O14734,94.60479804138504
O14735,139.17885710525326
O14756,120.30841747035548
O14757,109.63898136751732
O14764,58.636488233866714
O14772,92.19154869095314
O14775,111.09687040859093
O14782,56.48540585163118
O14791,80.54573085969635
O14792,110.0230526085847
O14810,71.4733720097334
O14815,100.56639183389113
O14842,104.14243308352879
O14862,101.58482356099846
O14867,65.27976660872916
O14874,106.65283439630653
O14879,80.71568481092406
O14893,91.92504985366513
O14896,79.1684535217921
O14901,62.08001225263399
O14908,100.95161824231829
O14910,72.35082302733399
O14920,73.79993843209031
O14926,122.94597628895362
O14929,96.45088035216023
O14936,87.0965490102048
O14944,90.1234059471066
O14958,89.18278171488832
O14964,61.50671759098426
O14965,80.6221243561745
O14967,64.86319794468743
O14972,122.45632126925071
O14976,60.138186307133694
O14977,115.18099892402618
O14979,70.9943400500399
O14981,66.81660709151599
O14983,78.84898755763199
O15013,59.10501646745207
O15033,70.64798801851009
O15037,69.60916178356483
O15054,56.76514305551471
O15063,52.64307838626345
O15066,61.84089581254478
O15075,65.16487574345014
O15078,43.1069277759624
O15083,31.46456388093547
O15084,70.21988829638453
O15085,55.48208545455971
O15091,96.58290158946922
O15111,77.6089504488656
O15116,171.5287538204278
O15117,58.000609638397975
O15120,116.04978312615218
O15121,146.58573975069743
O15123,46.94879438984107
O15131,80.49315035020174
O15143,126.8834245595643
O15144,95.16198054251814
O15145,171.74775238516514
O15155,62.45114672200742
O15165,62.578412482071045
O15169,59.330698994848234
O15182,157.51977300517007
O15194,110.66082120235966
O15197,65.38247849930056
O15217,167.47769261140445
O15228,104.99599134792233
O15229,81.37323077769615
O15234,59.46287505262522
O15243,166.32860419895624
O15247,119.27904984375556
O15254,95.53043838577723
O15263,171.35945584829457
O15265,57.10650045153331
O15287,70.02357111867353
O15296,103.29097383976479
O15303,54.71573575264478
O15327,77.46505597998474
O15335,84.39758551482409
O15342,147.88677276439822
O15347,107.71520036110834
O15353,55.42951100277912
O15354,62.51165645015677
P12111,53.41180663167659
O15357,59.6921652930469
O15360,49.79886630536296
O15371,80.9854926823591
O15372,89.67336245258501
O15379,127.18452467620361
O15382,92.01804173898006
O15392,114.34268434103556
O15397,78.60007255387428
O15399,62.78073209768186
O15409,67.01972139309159
O15438,65.67198248077678
O15439,75.06519006018495
O15440,74.50781546285613
O15444,108.0513616755153
O15446,58.85640238217401
O15467,117.45032184650275
O15484,95.34694132584566
O15488,66.24435789202977
O15499,110.82230369350421
O15503,90.38466675415867
O15511,123.91132742909302
O15516,62.18204141391154
O15519,93.3490356445413
O15520,86.8922064323529
O15523,63.70834831580017
O15525,68.81806005409018
O15540,214.98028904792395
O15550,67.41518041318045
O15551,93.96593879608555
O15552,79.0322173718562
O15554,62.303229692423635
O43143,72.21901666791895
O43150,54.02240171013554
O43155,67.20092048958215
O43169,77.69870598043742
O43182,63.615764834856165
O43184,57.727456146597355
O43186,74.50530997766488
O43187,78.79964799165265
O43194,68.2382078921362
O43237,69.27331349275337
O43240,74.09257409505092
O43248,79.70510524416018
O43281,78.52608702040814
O43286,94.07561904792844
O43292,97.77910887787137
O43293,49.30114374421738
O43299,69.51161822469332
O43300,78.3257818832315
O43301,88.54268403117294
O43306,71.76735137203798
O43307,84.91363002658734
O43310,65.62563425444932
O43313,56.3332033261628
O43315,97.02876750569861
O43320,110.8184867404137
O43323,79.12943035896289
O43324,156.15990191848266
O43325,172.61077357637774
O43364,74.83653488207445
O43365,75.30587963713614
O43390,67.54418459175412
O43402,160.30236927294177
O43405,65.70628995420657
O43414,77.01959769423173
O43424,50.31694384242528
O43427,98.58073037843587
O43432,59.47457653672014
O43439,63.945700713328286
O43448,107.06749565075702
O43464,86.20821795312669
O43474,63.36764264709362
O43488,98.16514282218478
O43491,60.557209352542124
O43497,53.37590658118981
O43504,228.83132574237098
O43505,87.87970065751122
O43520,68.90402512140672
O43521,88.62603468061299
O43524,61.032226429528684
O43525,70.53691107125373
O43526,62.7381335004222
O43529,82.72128901779398
O43555,93.92274611552948
O43559,73.99730784684023
O43561,84.63929057061529
O43570,62.39961629656174
O43572,57.85989250523543
O43583,84.36251115436185
O43593,60.93628244848574
O43598,167.90486635062067
O43602,62.61930168724776
O43603,85.7642646739053
O43612,83.17604584600718
O43613,66.74143819141885
O43614,74.43561630995455
O43633,105.40231472450404
O43638,78.09714721291301
O43679,68.98463637227894
O43681,102.09298222253997
O43683,57.102331288118485
O43684,152.1458125945654
O43707,58.648601484650115
O43708,167.08458477296693
O43716,132.28354671172707
O43719,60.571646666626776
O43731,157.76555891276948
O43736,83.62504591562256
O43739,89.69382907602716
O43745,129.1136182296006
O43747,77.03398518685235
O43768,107.4720441355691
O43781,68.75580162139218
O43813,149.79974312839585
O43820,109.05822910177237
O43822,105.09439648163881
O43823,65.77548507930612
O43824,84.5025938462835
O43825,81.7019096524842
O43827,80.53988417585842
O43837,105.41008197914798
O43852,115.40137944047777
O43854,59.749163053516085
O43865,69.88838369642234
O43866,84.20762192915838
O43889,82.355449018564
O43896,70.2321028231051
O43903,112.37385417039874
O43908,74.85007101290363
O43909,64.1907841428786
O43916,108.62600061549999
O43918,61.74794553535095
O43921,90.91440923009228
O43927,108.31124661305545
O60218,159.01913611476087
O60231,74.3148171755614
O60234,188.2431980076079
O60238,74.09674831774655
O60241,53.861733009253285
O60242,59.37788798550344
O60243,78.9655481734559
O60258,97.90818041536026
O60259,99.04115681430328
O60262,128.17948157980462
O60266,64.92057008000212
O60268,92.4016375009429
O60269,70.4986045603649
O60282,52.163204728630966
O60294,97.55310296027174
O60299,40.40161512496012
O60303,59.24395802112931
O60306,69.52844401528684
O60308,68.466731034212
O60312,58.92891208741126
O60320,61.75692781820812
O60333,63.902192465592464
O60341,77.40936399886793
O60353,60.418384737494954
O60359,65.54792109691317
O60381,83.50322107151594
O60383,80.12772724613897
O60391,52.472961244183104
O60427,84.57343591129863
O60443,119.7989906430129
O60447,42.93640213705481
O60449,64.61285237340607
O60469,62.18095149064416
O60477,62.85328929037261
O60478,57.96364470882926
O60479,74.25517116806161
O60488,119.13742705585264
O60496,69.47616131353367
O60503,48.18205590815481
O60508,67.29721232092027
O60512,72.73111291480981
O60513,83.459078754626
O60516,152.14709533631148
O60519,104.67556148564036
O60543,79.36134835975092
O60547,82.12974423761946
O60548,71.84784448215369
O60563,66.34128543912612
O60565,90.75358696099379
O60566,53.57462474907547
O60573,122.08168616858097
O60583,61.50857092838976
O60610,50.97765400294562
O60645,67.29429000180019
O60662,97.765996295177
O60663,76.41850137048144
O60667,55.83735426193768
O60674,64.47421487576774
O60675,80.57317172678769
O60684,76.05592319987724
O60706,74.81679054075774
O60711,63.95738365944895
O60716,67.13814946291485
O60725,138.55334077293773
O60729,75.61309668210787
O60739,137.0755332000723
O60741,57.99489887976001
O60755,75.65470994594556
O60759,84.62430610252592
O60760,189.56496321917476
O60762,104.3366984836797
O60812,70.7592625530829
O60814,125.68203656165886
O60826,62.082321258502404
O60832,75.67608566069256
O60840,61.96968691817134
O60841,55.05004680330943
O60861,64.02060531612302
O60869,98.92362177204855
O60870,83.82001218408058
O60879,55.54066512540678
O60883,79.57255212685813
O60884,86.83988209793262
O60885,55.112956455955896
O60888,80.15528128833569
O60909,77.08720292343291
O60911,93.29173810952412
O60921,123.94580138405601
O60938,120.61257874014223
O60941,80.60054260423233
O75015,92.51290229620055
O75019,79.47597773878108
O75022,78.7273819464514
O75023,64.99095845775915
O75027,72.97403609975606
O75031,57.131748413176496
O75037,52.36264007985194
O75054,29.31941216319151
O75061,60.288676661068315
O75063,84.78311462522072
O75064,50.714448773655356
O75071,47.5001993187685
O75072,100.48528430914067
O75074,68.27305977993991
O75077,56.23746897065005
O75078,57.53730604302424
O75081,63.58248828353007
O75084,74.09017470856666
O75096,70.19147942732442
O75106,84.64244057228323
O75110,74.8403401588857
O75112,58.40070074237193
O75122,58.69706307271854
O75128,53.076971506396404
O75129,61.44128440579737
O75131,96.9235673670844
O75140,60.54072135400587
O75143,63.45753203494796
O75144,85.35698316083602
O75146,46.19851324358319
O75153,74.62389868854544
O75155,80.22789344243229
O75164,60.31093369131584
O75165,51.810177751719785
O75173,70.92134919519296
O75175,64.10384585802596
O75179,48.999509014833166
O75185,81.07546303770522
O75190,82.1500905133833
O75197,68.02760409020952
O75208,60.36632630745655
O75223,196.97988246705444
O75293,156.91265717458066
O75309,38.92977265777367
O75311,50.79215279709396
O75319,72.62575273926313
O75323,103.80344649877279
O75325,63.704837961654334
O75330,27.922518634573986
O75339,59.87957808207123
O75342,105.54986042563876
O75344,80.8007815947315
O75348,67.12417566038137
O75354,92.78126825546322
O75355,61.525103992942604
O75356,85.7216331805637
O75363,64.00491814106809
O75366,75.40220831029968
O75367,71.54247254008114
O75369,55.513321139148694
O75390,87.92881205462163
O75398,76.42511000981104
O75409,63.723986639591985
O75419,96.55842941803722
O75420,58.901123270017436
O75426,86.27322489710146
O75427,69.21536301748175
O75444,85.72283706169704
O75449,79.68414927070499
O75460,68.23468352923064
O75461,73.91520021336669
O75462,67.93675624336555
Q8TE73,34.56046774580421
Q8WXG9,38.052866170640634
Q8WXX0,38.799024515428165
Q9C0G6,35.10756142626385
Q9H251,29.44920620692803
Q9H799,50.731242898420874
Q9HCU4,42.44908890443875
Q9NR09,51.6648755365455
Q9NR48,46.79071752225161
Q9NYC9,30.446289360929256
Q9NYQ6,37.41519798909657
Q9NYQ7,42.78179960798422
Q9NZR2,53.084262117356865
Q9P2D1,51.10199637282792
Q9P2D7,34.79107442683748
Q9P225,29.883263223237897
Q9UFH2,31.283337268505477
Q9UMN6,49.85408324681892
Q9UPA5,48.91467885050127
Q9UPN3,23.858387727847944
Q9Y6R7,47.4193445688006
Q9Y485,52.78942848011
Q68DQ2,41.27690753094788
Q75N90,42.09000162690155
Q86UQ4,42.2817210362075
Q86XX4,39.82118484833696
Q86YZ3,28.68738153228618
Q96DT5,31.78786956043132
Q96JB1,34.633128876946564
Q96JQ0,27.877458859510714
Q96L91,42.46692630757916
Q96M86,27.82565541411485
Q96PZ7,37.64782145052401
Q96RW7,30.12467255448845
Q01484,48.40429377880991
Q02224,23.955292831438488
Q02388,32.55340623277637
Q03001,22.4360137458927
Q03164,39.272617124941924
Q07954,53.73971414178835
Q09666,38.92987002690078
Q12802,44.43767331031267
Q12830,47.55835034263879
Q12955,47.13638610844233
Q13315,60.85423098484885
Q14204,27.66178084443714
Q14315,36.22388018713313
Q14517,27.69659093558026
Q14571,54.11217626090226
Q14643,42.84969258598224
Q14789,24.966474678452254
Q15751,51.703453878282225
Q16787,34.2455117918889
Q99698,41.482781292984136
Q99715,38.57362014978975
Q99996,29.367808986598984
O75473,60.11041496318648
O75474,83.77039995565197
O75477,50.07301537283844
O75487,69.4647275650091
O75493,67.312329872279
O75496,76.62769795794283
O75503,70.4622774117173
O75506,116.48273922428439
O75508,89.81495623610486
O75521,90.28349468609696
O75525,75.54522548889346
O75530,85.90383262473144
O75531,254.75767659936685
O75534,51.942196752661616
O75553,56.8925226492445
O75564,81.94979306292537
O75575,140.376834120126
O75578,40.19980320826445
O75581,68.57723053585269
O75593,67.18584205831101
O75596,84.69435874044837
O75600,102.47205909352867
O75603,68.1049361125157
O75608,155.07863847126765
O75610,106.07790232256684
O75616,105.87048859620236
O75618,85.81137656255275
O75629,95.76124903435783
O75636,87.15018657532529
O75638,77.8578438314905
O75689,116.97842682286287
O75712,97.16025378253543
O75718,97.07718074171989
O75752,77.47762176484618
O75787,78.47662881196283
O75791,85.29651004899577
O75794,118.56572479086715
O75808,57.37049913159889
O75815,64.26726939253128
O75821,88.61478901054323
O75822,79.0094503864625
O75828,159.64898823942258
O75829,46.63975394928839
O75838,149.945533860887
O75840,103.8260672565923
O75843,80.65550214006696
O75874,123.85026497553648
O75879,102.08674229780188
O75881,87.2520655713444
O75882,65.3318928511709
O75891,84.18727406325242
O75899,48.45620146364358
O75907,87.74193111958508
O75909,59.9349582789185
O75911,121.49396566687842
O75912,72.78042567159684
O75915,147.39855432263474
O75923,52.88738259753821
O75934,74.4802822104443
O75935,53.62223682273226
O75936,114.85016919449583
O75937,62.63131456076561
O75947,90.44447508045464
O75952,67.05311375436054
O75953,88.41829691475682
O75955,40.442540356827834
O75956,106.3676398009895
O75964,131.37162063804837
O75969,63.8726519304567
O75973,83.53358305177619
O75976,56.73108999355867
O76003,83.21277617213103
O76009,47.78497559200961
O76011,45.01995589780931
O76013,40.53560158525797
O76014,43.55843091224707
O76015,43.83095648598778
O76027,132.18133533525733
O76031,66.3471321014376
O76039,60.87284827335603
O76071,159.99089278814952
O76075,85.17302103736354
O76090,62.5781137120048
O76093,103.58292595869769
O76095,101.99691924716917
O76096,99.21948908717017
O77932,73.5566782695764
O94760,172.9998768339532
O94766,79.54488396276085
O94769,73.43919793834436
O94772,122.63653320030137
O94777,136.28334604211202
O94779,53.180128860541735
O94788,100.12786328398684
O94805,122.1682793521721
O94808,100.00844926441603
O94812,52.691875559080806
O94817,115.33864349934456
O94822,61.55529367250215
O94823,62.28460589074283
O94829,96.4684179824493
O94830,71.88490923432178
O94850,56.98041472134379
O94868,47.77636384048628
O94887,70.63376924095802
O94889,97.10445714171634
O94898,54.45226210906046
O94905,51.58081145960411
O94907,68.29598076937738
O94910,56.0284825611807
O94919,48.152162168913854
O94921,87.01014804178706
O94923,90.13802616902964
O94925,72.13905473913678
O94927,50.568971183966326
O94929,67.417041917458
O94952,73.19730365696711
O94953,58.835847953967956
O94973,85.49182892694945
O94983,59.26868020299736
O94985,49.958466375738716
O94986,36.24231201678601
O94988,62.16350239623612
O94989,65.84619100907676
O94992,75.2071893488533
O95050,168.98724015944066
O95057,101.48809276385164
O95067,95.4559486831057
O95076,83.67873150229882
O95081,66.53532557149138
O95147,143.60418616425315
O95154,157.778932681243
O95163,61.759970994462634
O95166,200.02394310296268
O95180,49.6745501227917
O95196,58.306049822064054
O95198,85.77214555800037
O95202,76.33249641550816
O95208,60.51425335036618
O95214,153.25439621275115
O95232,55.18707804466993
O95235,55.36088988305418
O95237,147.5038077308412
O95239,47.61911317784491
O95249,66.95660777506765
O95251,80.75621527489197
O95255,67.22540630403388
O95256,56.42381773658285
O95257,141.26507037279336
O95259,61.4448923474318
O95260,77.17103417548783
O95264,59.21428031683376
O95273,97.02577352302328
O95274,64.22436605346876
O95279,71.89429762693229
O95302,62.36212244688634
O95319,62.92023686246521
O95342,71.84319334981501
O95363,96.7111007277464
O95372,160.40672102749218
O95373,88.32881326884367
O95376,103.40194228661693
O95377,98.69463335883425
O95390,71.39500066883502
O95393,94.44454599630605
O95395,93.07173252879414
O95400,64.60116336506658
O95415,119.55542706713192
O95424,113.7410800663638
O95429,57.033499870972186
O95433,117.53557615968053
O95445,135.29446182519158
O95447,35.28917172483683
O95450,55.3236231396293
O95452,76.41836067376673
O95461,73.41068713451155
O95466,60.69467192443699
O95471,96.36373148193722
O95476,118.2893255194117
O95477,46.70955257885658
O95479,91.90005924648288
O95490,53.52288437894001
O95503,71.20662177480953
O95561,88.81794647729816
O95567,85.293217697844
O95571,136.28150394241342
O95573,108.58222639065974
O95600,81.9216357379241
O95620,154.40918476123466
O95622,61.409988898024224
O95628,70.55376921300372
O95633,74.99632903550422
O95639,87.57989077412208
O95661,96.0434036609112
O95670,71.6651940062794
O95671,91.7353877452044
O95672,83.77367442368023
O95674,78.52868698877968
O95677,72.40183979322997
O95678,42.96024008361967
O95684,69.407588143948
O95696,55.4153884440786
O95711,87.00542714854355
O95715,118.10619051516946
O95718,80.73773922477416
O95741,98.08995094848616
O95749,153.3751811207162
O95750,110.25714542247216
O95751,85.86508251414979
O95757,69.60229035394437
O95760,106.14486458268313
O95777,204.3968876513442
O95782,90.15571573549151
O95786,90.1518058774708
O95813,87.50646450717633
O95816,95.10952267307022
O95817,60.323734104562064
O95825,142.46623991842753
O95831,84.82153835359496
O95832,85.61053498883994
O95833,140.44694441914453
O95834,107.93475393775779
O95835,61.24201604500451
O95837,89.83774310144479
O95838,69.59154625102862
O95841,69.14405314631695
O95861,154.68707422695996
O95864,78.76665470897744
O95865,175.73854589515483
O95866,70.81568783279343
O95867,149.93350919721206
O95870,107.70857104648802
O95872,91.29029403521115
O95873,51.70326924819275
O95886,56.255436939632375
O95905,85.52280573353576
O95925,142.60460721185225
O95931,77.28631428115139
O95936,58.681572316871744
O95954,119.09104020646282
O95967,63.373947740759974
O95970,71.36589294067221
O95971,109.13537349074988
O95972,86.56462796075496
O95976,64.09845715419681
O95990,86.31587141695195
O95994,108.45700249980402
O95995,35.7975504639252
O95996,51.28373672637353
O95998,72.36197772033711
O95999,87.24767907295977
O96004,88.61707985569365
O96005,70.38458275203976
O96015,153.8096763612353
O96017,71.19379730078731
O96018,67.29751966107816
O96019,112.58440774524132
O96020,81.61866335791767
O96024,114.88079188683191
P0C0L4,60.53480258677305
P0C0L5,56.116714892869865
P0C0S5,87.05121679268352
P0C0S8,76.14878852337638
P0C1H6,98.65203008355147
P0C2L3,94.88184288936145
P0C2W1,122.20158923481631
P0C5J1,140.38416962125098
P0C5Y9,114.40508750856705
P0C5Z0,116.50228549321135
P0C6C1,64.15840920962208
P0C7A2,81.52914819082125
P0C7H8,129.7273081732536
P0C7I6,58.72665376820605
P0C7M6,63.03745091335869
P0C7M8,84.13614040294107
P0C7P0,109.77104922398267
P0C7T5,63.4130189028429
P0C7W6,32.526320876330736
P0C862,54.5299431785611
P0C870,147.62245013973453
P0CG04,198.0339801540429
P0CG08,82.99853040988383
P0CG13,117.64306294055599
P0CG29,157.92319953571098
P0CG37,68.78447156791417
P0CG41,30.148899998939495
P0CL82,78.36072690136547
P0CW19,102.45948295394024
P0DML2,116.56565568625984
P0DMS8,107.96097575017238
P0DMU8,112.23472212592168
P0DMV8,84.56646294933472
P0DN86,105.57030848639084
P0DOY2,199.92464998085742
P0DP07,125.18341183871077
P0DP23,148.34755268813845
P0DP58,140.40764521107593
P0DPA3,89.92941547945482
P0DPD6,76.05065556666253
P0DPI2,106.25673499885139
P0DTW1,80.40753947249212
P0DUB6,118.26262075785449
P00167,92.01150395038644
P00325,133.43893276630703
P00326,133.98273976272955
P00338,123.88664624182215
P00352,117.85682020163031
P00367,102.75573257188145
P00374,192.56185483430102
P00387,91.14094529569951
P00390,94.32871251546439
P00450,103.14522851720575
P00451,52.04723568864451
P00488,83.6083215386922
P00492,166.87134421908564
P00505,81.21030739787666
P00519,59.49991807426891
P00533,68.82133112842843
P00568,181.3765597353721
P00709,121.38818709696791
P00734,72.84976777229252
P00736,52.18162170008919
P00738,81.34320709187047
P00739,86.72090948642969
P00740,60.06995282202454
P00742,63.660777969038634
P00746,104.55039352578567
P00748,84.24796527250459
P00751,78.39818833133872
P00813,160.4205825137901
P00915,180.4272400091678
P00918,179.05283542910428
P00966,102.74359536821102
P01019,76.6063186259657
P01023,62.26754696467061
P01024,65.72081558088918
P01031,54.00484089445518
P01034,110.31482076778488
P01036,92.236056820867
P01037,103.69037815122726
P01040,225.9012172008607
P01042,70.9935669377821
P01100,74.93398358797093
P01112,144.02030883627475
P01116,125.37082759955628
P01130,63.52113630223471
P01133,61.905856845589575
P01148,136.11933354453308
P01185,75.17065896694797
P01215,126.19723973942548
P01225,151.35247487023747
P01229,90.95644834318458
P01241,89.25935005856556
P01242,117.97209874747777
P01258,82.3285826732868
P01275,89.8977836359529
P01286,92.90071474111632
P01308,93.84704220310948
P01344,74.9079685548526
P01350,85.78216416948284
P01374,93.43819727096475
P01562,125.43940748964081
P01563,120.29951989711225
P01566,109.86158955846226
P01567,121.40163754895991
P01568,109.42912494638655
P01569,118.77650047520272
P01570,111.54234444381738
P01571,121.47904886301924
P01574,134.00849283816996
P01579,104.27827818371904
P01583,93.51072161661178
P01584,96.22091592330571
P01588,122.42863502165658
P01589,76.2630245806873
P01591,125.87787157213872
P01602,121.45744170002025
P01619,125.18989355102899
P01704,134.2793488214435
P01717,111.56155209091898
P01730,48.14311044369403
P01732,91.73945644852418
P01763,158.62608579116477
P01764,120.1447989210758
P01834,206.06885712523214
P01854,103.15451675667329
P01857,85.41399430108751
P01859,86.84613564254585
P01860,72.49187803416639
P01861,101.10764720854009
P01871,84.41274730212322
P01876,106.73377757738983
P01877,96.34469622673203
P01880,81.22512440447787
P01889,64.29971944678395
P01903,83.72137133293857
P01909,78.94686871500242
P01911,79.01874615653611
P02008,217.60423777989794
P02042,192.01863338712144
P02100,198.1771273806936
P02452,52.58109033519524
P02458,51.05626778889118
P02461,51.749033412717225
P02462,49.36076159892708
P02489,125.36310916587055
P02511,106.99825668023202
P02533,48.92128592816053
P02538,41.80686684932728
P02545,42.06762677494929
P02647,94.55482648146278
P02649,59.29031739821297
P02652,137.13117714950263
P02654,162.17439428511554
P02655,163.0772917977695
