72,2778,,,,,,GNAS;;;"O95467;-1
73,91942,,,,,,NDUFAF2;;;Q8N183;-1
74,6168,,,,,,RPL37A;;;P61513;-1
75,3313,,,,,,HSPA9;;;P38646;71.0876153843409
76,23499,,,,,,MACF1;;;Q9UPN3;23.858387727847944
77,10313,,,,,,RTN3;;;O95197;-1
78,23172,FAM175B;-1;-1
79,153527,,,,,,ZMAT2;;;Q96NC0;-1
80,10318,,,,,,TNIP1;;;Q15025;-1
81,51588,,,,,,PIAS4;;;Q8N2W9;-1
82,1540,,,,,,CYLD;;;Q9NQC7;68.58489456121187
83,8737,,,,,,RIPK1;;;Q13546;-1
84,8697,,,,,,CDC23;;;Q9UJX2;101.95841775730358
85,222484,,,,,,LNX2;;;Q8N448;78.0912649138155
86,9413,,,,,,FAM189A2;;;Q15884;-1
87,79734,,,,,,KCTD17;;;Q8N5Z5;59.630354098327366
88,801,,,,,,CALM1;;;P0DP23;148.34755268813845
89,10971,,,,,,YWHAQ;;;P27348;-1
90,56648,,,,,,EIF5A2;;;Q9GZV4;117.58127525292646
91,51678,MPP6;-1;-1
92,7532,,,,,,YWHAG;;;P61981;-1
93,7533,,,,,,YWHAH;;;Q04917;-1
94,7534,,,,,,YWHAZ;;;P63104;-1
95,7529,,,,,,YWHAB;;;P31946;-1
96,171017,,,,,,ZNF384;;;Q8TF68;-1
97,4354,,,,,,MPP1;;;Q00013;-1
98,8887,,,,,,TAX1BP1;;;Q86VP1;-1
99,1026,,,,,,CDKN1A;;;P38936;105.66498728007004
100,6900,,,,,,CNTN2;;;Q02246;61.93118457744479
101,7871,,,,,,SLMAP;;;Q14BN4;-1
102,7415,,,,,,VCP;;;P55072;-1
103,79088,,,,,,ZNF426;;;Q9BUY5;-1
104,7314,,,,,,UBB;;;P0CG47;-1
105,7273,,,,,,TTN;;;Q8WZ42;-1
106,7450,,,,,,VWF;;;P04275;-1
107,58533,,,,,,SNX6;;;Q9UNH7;-1
108,202333,,,,,,CMYA5;;;Q8N3K9;-1
109,55900,,,,,,ZNF302;;;Q9NR11;-1
110,8291,,,,,,DYSF;;;O75923;52.88738259753821
111,339318,,,,,,ZNF181;;;Q2M3W8;-1
112,7552,,,,,,ZNF711;;;Q9Y462;-1
113,2495,,,,,,FTH1;;;P02794;145.59278022644105
114,4621,,,,,,MYH3;;;P11055;-1
115,1213,,,,,,CLTC;;;Q00610;54.940894318825855
116,667,,,,,,DST;;;Q03001;22.4360137458927
117,9472,,,,,,AKAP6;;;Q13023;43.256811472081694
118,22873,,,,,,DZIP1;;;Q86YF9;56.80324284446486
119,151050,,,,,,KANSL1L;;;A0AUZ9;58.59002323124281
120,4703,,,,,,NEB;;;P20929;-1
121,84557,,,,,,MAP1LC3A;;;Q9H492;-1
122,23710,,,,,,GABARAPL1;;;Q9H0R8;202.99867886951333
123,11345,,,,,,GABARAPL2;;;P60520;206.2622142090932
124,7037,,,,,,TFRC;;;P02786;-1
125,50807,,,,,,ASAP1;;;Q9ULH1;58.519461166631366
126,2911,,,,,,GRM1;;;Q13255;53.88894536654497
127,4646,,,,,,MYO6;;;Q9UM54;-1
128,8717,,,,,,TRADD;;;Q15628;-1
129,5867,,,,,,RAB4A;;;P20338;-1
130,7187,,,,,,TRAF3;;;Q13114;-1
131,81631,,,,,,MAP1LC3B;;;Q9GZQ8;-1
132,11337,,,,,,GABARAP;;;O95166;200.02394310296268
133,7132,,,,,,TNFRSF1A;;;P19438;-1
134,8766,,,,,,RAB11A;;;P62491;-1
135,7124,,,,,,TNF;;;P01375;-1
136,9577,BRE;-1;-1
137,6647,,,,,,SOD1;;;P00441;-1
138,51552,,,,,,RAB14;;;P61106;-1
139,2060,,,,,,EPS15;;;P42566;47.56968215158924
140,23390,,,,,,ZDHHC17;;;Q8IUH5;-1
141,201475,,,,,,RAB12;;;Q6IQ22;-1
142,10890,,,,,,RAB10;;;P61026;-1
143,8878,,,,,,SQSTM1;;;Q13501;-1
144,57531,,,,,,HACE1;;;Q8IYU2;74.96286876206189
145,57111,,,,,,RAB25;;;P57735;-1
146,93474,,,,,,ZNF670;;;Q9BS34;-1
147,5071,PARK2;-1;-1
148,64786,,,,,,TBC1D15;;;Q8TC07;-1
149,57541,,,,,,ZNF398;;;Q8TD17;-1
150,79673,,,,,,ZNF329;;;Q86UD4;-1
151,9802,,,,,,DAZAP2;;;Q15038;-1
152,5866,,,,,,RAB3IL1;;;Q8TBN0;-1
153,23673,,,,,,STX12;;;Q86Y82;-1
154,3315,,,,,,HSPB1;;;P04792;71.21048834397945
155,4901,,,,,,NRL;;;P54845;-1
156,440738,,,,,,MAP1LC3C;;;Q9BXW4;-1
157,10137,,,,,,RBM12;;;Q9NTZ6;-1
158,9516,,,,,,LITAF;;;Q99732;-1
159,8517,,,,,,IKBKG;;;Q9Y6K9;36.597382530503445
160,10626,,,,,,TRIM16;;;O95361;-1
161,841,,,,,,CASP8;;;Q14790;-1
162,9474,,,,,,ATG5;;;Q9H1Y0;149.72658044391457
163,9255,,,,,,AIMP1;;;Q12904;82.70256211206939
164,9204,,,,,,ZMYM6;;;O95789;-1
165,4624,,,,,,MYH6;;;P13533;-1
166,342346,,,,,,C16orf96;;;A6NNT2;45.75014895076056
167,6059,,,,,,ABCE1;;;P61221;120.00803597704416
168,5499,,,,,,PPP1CA;;;P62136;-1
169,3853,,,,,,KRT6A;;;P02538;41.80686684932728
170,5764,,,,,,PTN;;;P21246;-1
171,5108,,,,,,PCM1;;;Q15154;-1
172,3281,,,,,,HSBP1;;;O75506;116.48273922428439
173,23636,,,,,,NUP62;;;P37198;-1
174,10403,,,,,,NDC80;;;O14777;-1
175,10152,,,,,,ABI2;;;Q9NYB9;61.61043899684131
176,10445,,,,,,MCRS1;;;Q96EZ8;-1
177,26258,,,,,,BLOC1S6;;;Q9UL45;53.09150945765422
178,51631,,,,,,LUC7L2;;;Q9Y383;64.72898457128024
179,57326,,,,,,PBXIP1;;;Q96AQ6;-1
180,3915,,,,,,LAMC1;;;P11047;44.03994671140417
181,2661,,,,,,GDF9;;;O60383;80.12772724613897
182,6616,,,,,,SNAP25;;;P60880;-1
183,9821,,,,,,RB1CC1;;;Q8TDY2;-1
184,10970,,,,,,CKAP4;;;Q07065;27.125980274113598
185,115106,,,,,,HAUS1;;;Q96CS2;51.451090630864094
186,9897,,,,,,WASHC5;;;Q12768;-1
187,253725,,,,,,WASHC2C;;;Q9Y4E1;-1
188,387680,,,,,,WASHC2A;;;Q641Q2;-1
189,23325,,,,,,WASHC4;;;Q2M389;-1
190,167838,,,,,,TXLNB;;;Q8N3L3;-1
191,23028,,,,,,KDM1A;;;O60341;77.40936399886793
192,830,,,,,,CAPZA2;;;P47755;119.06840683573506
193,90410,,,,,,IFT20;;;Q8IY31;62.90542110042253
194,6386,,,,,,SDCBP;;;O00560;-1
195,92597,,,,,,MOB1B;;;Q7L9L4;-1
196,55165,,,,,,CEP55;;;Q53EZ4;42.837573672319174
197,200081,,,,,,TXLNA;;;P40222;-1
198,54535,,,,,,CCHCR1;;;Q8TD31;37.038207013636914
199,93426,,,,,,SYCE1;;;Q8N0S2;-1
200,2801,,,,,,GOLGA2;;;Q08379;30.813002561283323
201,145508,,,,,,CEP128;;;Q6ZU80;33.024674724522086
202,132320,,,,,,SCLT1;;;Q96NL6;-1
203,26088,,,,,,GGA1;;;Q9UJY5;75.38885973005573
204,25886,,,,,,POC1A;;;Q8NBT0;-1
205,11320,,,,,,MGAT4A;;;Q9UM21;-1
206,57511,,,,,,COG6;;;Q9Y2V7;42.813242314254644
207,162239,,,,,,ZFP1;;;Q6P2D0;-1
208,10163,,,,,,WASF2;;;Q9Y6W5;-1
209,10810,,,,,,WASF3;;;Q9UPY6;-1
210,51124,,,,,,IER3IP1;;;Q9Y5U9;138.8442450734999
211,55845,,,,,,BRK1;;;Q8WUW1;109.36453313207377
212,55330,,,,,,BLOC1S4;;;Q9NUP1;60.03282273601225
213,56254,,,,,,RNF20;;;Q5VTR2;-1
214,23637,,,,,,RABGAP1;;;Q9Y3P9;-1
215,54971,,,,,,BANP;;;Q8N9N5;86.29438440671207
216,23102,,,,,,TBC1D2B;;;Q9UPU7;-1
217,23299,,,,,,BICD2;;;Q8TD16;28.666454926922622
218,9810,,,,,,RNF40;;;O75150;-1
219,9869,,,,,,SETDB1;;;Q15047;-1
220,9776,,,,,,ATG13;;;O75143;63.45753203494796
221,9648,,,,,,GCC2;;;Q8IWJ2;37.05543581689582
222,8936,,,,,,WASF1;;;Q92558;-1
223,8408,,,,,,ULK1;;;O75385;-1
224,7189,,,,,,TRAF6;;;Q9Y4K3;-1
225,282991,,,,,,BLOC1S2;;;Q6QNY1;65.01518728760274
226,282809,,,,,,POC1B;;;Q8TC44;-1
227,3606,,,,,,IL18;;;Q14116;106.0762147206279
228,121457,,,,,,IKBIP;;;Q70UQ0;26.127500483444702
229,3298,,,,,,HSF2;;;Q03933;55.46829684615559
230,2803,,,,,,GOLGA4;;;Q13439;41.55212738313372
231,2802,,,,,,GOLGA3;;;Q08378;25.74461976639083
232,2647,,,,,,BLOC1S1;;;P78537;49.047305300040655
233,60673,,,,,,ATG101;;;Q9BSB4;139.22260417371294
234,9798,,,,,,IST1;;;P53990;81.9787847213204
235,327,,,,,,APEH;;;P13798;109.10579371739001
236,6310,,,,,,ATXN1;;;P54253;59.540269765070164
237,23473,,,,,,CAPN7;;;Q9Y6W3;84.71332145662522
238,29882,,,,,,ANAPC2;;;Q9UJX6;72.92867841457037
239,51343,,,,,,FZR1;;;Q9UM11;83.86539014341355
240,991,,,,,,CDC20;;;Q12834;81.31551012718283
241,57132,,,,,,CHMP1B;;;Q7LBR1;104.07812713467068
242,7412,,,,,,VCAM1;;;P19320;-1
243,6683,,,,,,SPAST;;;Q9UBP0;-1
244,523,,,,,,ATP6V1A;;;P38606;104.93551738311794
245,4143,,,,,,MAT1A;;;Q00266;-1
246,3309,,,,,,HSPA5;;;P11021;86.41755023362256
247,525,,,,,,ATP6V1B1;;;P15313;92.09251156302089
248,91408,,,,,,BTF3L4;;;Q96K17;82.59190415819963
249,26517,,,,,,TIMM13;;;Q9Y5L4;-1
250,2335,,,,,,FN1;;;P02751;60.959297836994146
251,57222,,,,,,ERGIC1;;;Q969X5;86.45790226493175
252,3676,,,,,,ITGA4;;;P13612;53.47985937949123
253,23493,,,,,,HEY2;;;Q9UBP5;66.2548688137273
254,29979,,,,,,UBQLN1;;;Q9UMX0;-1
255,5119,,,,,,CHMP1A;;;Q9HD42;123.89019617675632
256,27183,,,,,,VPS4A;;;Q9UN37;-1
257,9525,,,,,,VPS4B;;;O75351;-1
258,5878,,,,,,RAB5C;;;P51148;-1
259,142678,,,,,,MIB2;;;Q96AX9;-1
260,51026,,,,,,GOLT1B;;;Q9Y3E0;174.51411570278975
261,10159,,,,,,ATP6AP2;;;O75787;78.47662881196283
262,7879,,,,,,RAB7A;;;P51149;-1
263,128866,,,,,,CHMP4B;;;Q9H444;75.50205235187488
264,8906,,,,,,AP1G2;;;O75843;80.65550214006696
265,10342,,,,,,TFG;;;Q92734;-1
266,128239,,,,,,IQGAP3;;;Q86VI3;52.28498876248802
267,999,,,,,,CDH1;;;P12830;48.174623725703505
268,55031,,,,,,USP47;;;Q96K76;-1
269,4771,,,,,,NF2;;;P35240;-1
270,65977,,,,,,PLEKHA3;;;Q9HB20;-1
271,7812,,,,,,CSDE1;;;O75534;51.942196752661616
272,3034,,,,,,HAL;;;P42357;83.8745868860816
273,54206,,,,,,ERRFI1;;;Q9UJM3;64.13214399262543
274,322,,,,,,APBB1;;;O00213;56.37395116935347
275,5621,,,,,,PRNP;;;"F7VJQ1;-1
276,4035,,,,,,LRP1;;;Q07954;53.73971414178835
277,7024,,,,,,TFCP2;;;Q12800;-1
278,25,,,,,,ABL1;;;P00519;59.49991807426891
279,4036,,,,,,LRP2;;;P98164;-1
280,22883,,,,,,CLSTN1;;;O94985;49.958466375738716
281,51466,,,,,,EVL;;;Q9UI08;68.10939520245958
282,10524,,,,,,KAT5;;;Q92993;-1
283,55740,,,,,,ENAH;;;Q8N8S7;55.14820806323931
284,7408,,,,,,VASP;;;P50552;-1
285,356,,,,,,FASLG;;;P48023;79.64795815370948
286,351,,,,,,APP;;;P05067;70.00690239145909
287,333,,,,,,APLP1;;;P51693;49.095167821323464
288,334,,,,,,APLP2;;;Q06481;57.608868141451666
289,1956,,,,,,EGFR;;;P00533;68.82133112842843
290,2064,,,,,,ERBB2;;;P04626;67.01297297844201
291,342371,,,,,,ATXN1L;;;P0C7T5;63.4130189028429
292,57616,,,,,,TSHZ3;;;Q63HK5;-1
293,10194,,,,,,TSHZ1;;;Q6ZSZ6;-1
294,3065,,,,,,HDAC1;;;Q13547;89.90916905516538
295,10006,,,,,,ABI1;;;Q8IZP0;60.18670977041703
296,10084,,,,,,PQBP1;;;O60828;-1
297,1730,,,,,,DIAPH2;;;O60879;55.54066512540678
298,1729,,,,,,DIAPH1;;;O60610;50.97765400294562
299,1660,,,,,,DHX9;;;Q08211;70.43705077206549
300,1665,,,,,,DHX15;;;O43143;72.21901666791895
301,1654,,,,,,DDX3X;;;O00571;64.94652144371109
302,10291,,,,,,SF3A1;;;Q15459;-1
303,10262,,,,,,SF3B4;;;Q15427;-1
304,6421,,,,,,SFPQ;;;P23246;-1
305,10657,,,,,,KHDRBS1;;;Q07666;65.66417647247427
306,10521,,,,,,DDX17;;;Q92841;-1
307,10523,,,,,,CHERP;;;Q8IWX8;54.79288336380526
308,6124,,,,,,RPL4;;;P36578;-1
309,84991,,,,,,RBM17;;;Q96I25;-1
310,26986,,,,,,PABPC1;;;P11940;-1
311,26999,,,,,,CYFIP2;;;Q96F07;60.920725960111874
312,8976,,,,,,WASL;;;O00401;-1
313,10992,,,,,,SF3B2;;;Q13435;-1
314,10946,,,,,,SF3A3;;;Q12874;-1
315,9879,,,,,,DDX46;;;Q7L014;59.106778393774015
316,9967,,,,,,THRAP3;;;Q9Y2W1;-1
317,3190,,,,,,HNRNPK;;;P61978;64.36887374476628
318,3187,,,,,,HNRNPH1;;;P31943;88.47463771436918
319,79869,,,,,,CPSF7;;;Q8N684;53.96032114690643
320,5725,,,,,,PTBP1;;;P26599;-1
321,11338,,,,,,U2AF2;;;P26368;-1
322,51729,,,,,,WBP11;;;Q9Y2W2;-1
323,11052,,,,,,CPSF6;;;Q16630;-1
324,90324,,,,,,CCDC97;;;Q96F63;86.16698950869514
325,23191,,,,,,CYFIP1;;;Q7L576;62.903838537330564
326,7536,,,,,,SF1;;;Q15637;-1
327,7454,,,,,,WAS;;;P42768;-1
328,7456,,,,,,WIPF1;;;O43516;-1
329,23450,,,,,,SF3B3;;;Q15393;-1
330,23451,,,,,,SF3B1;;;O75533;-1
331,8570,,,,,,KHSRP;;;Q92945;-1
332,147179,,,,,,WIPF2;;;Q8TF74;-1
333,27336,,,,,,HTATSF1;;;O43719;60.571646666626776
334,6418,,,,,,SET;;;Q01105;-1
335,8175,,,,,,SF3A2;;;Q15428;-1
336,56252,,,,,,YLPM1;;;P49750;-1
337,4841,,,,,,NONO;;;Q15233;-1
338,4904,,,,,,YBX1;;;P67809;-1
339,301,,,,,,ANXA1;;;P04083;141.19772749474964
340,4851,,,,,,NOTCH1;;;P46531;-1
341,23327,,,,,,NEDD4L;;;Q96PU5;-1
342,4738,,,,,,NEDD8;;;Q15843;-1
343,8450,,,,,,CUL4B;;;Q13620;51.10052836704669
344,9733,,,,,,SART3;;;Q15020;-1
345,57823,,,,,,SLAMF7;;;Q9NQ25;-1
346,81890,,,,,,QTRT1;;;Q9BXR0;-1
347,23295,,,,,,MGRN1;;;O60291;-1
348,7059,,,,,,THBS3;;;P49746;-1
349,323,,,,,,APBB2;;;Q92870;-1
350,84108,,,,,,PCGF6;;;Q9BYE7;-1
351,200728,,,,,,TMEM17;;;Q86X19;-1
352,51259,,,,,,TMEM216;;;Q9P0N5;-1
353,80817,,,,,,CEP44;;;Q9C0F1;78.98054669930713
354,9731,,,,,,CEP104;;;O60308;68.466731034212
355,84461,,,,,,NEURL4;;;Q96JN8;-1
356,85360,,,,,,SYDE1;;;Q6ZW31;-1
357,641,,,,,,BLM;;;P54132;57.63118796335049
358,182,,,,,,JAG1;;;P78504;52.64856063404024
359,23064,,,,,,SETX;;;Q7Z333;-1
360,6855,,,,,,SYP;;;P08247;-1
361,8924,,,,,,HERC2;;;O95714;-1
362,9148,,,,,,NEURL1;;;O76050;-1
363,132001,,,,,,TAMM41;;;Q96BW9;-1
364,79877,,,,,,DCAKD;;;Q8WVC6;137.47581900985335
365,4005,,,,,,LMO2;;;P25791;139.63552327604486
366,55872,,,,,,PBK;;;Q96KB5;-1
367,369,,,,,,ARAF;;;P10398;74.70422772147408
368,1739,,,,,,DLG1;;;Q12959;78.7396162456738
369,4591,,,,,,TRIM37;;;O94972;-1
370,2874,,,,,,GPS2;;;Q13227;63.627015400878854
371,4089,,,,,,SMAD4;;;Q13485;-1
372,891,,,,,,CCNB1;;;P14635;67.58192908072252
373,9737,,,,,,GPRASP1;;;Q5JY77;53.76266182652571
374,57562,,,,,,CEP126;;;Q9P2H0;52.33046719620916
375,7157,,,,,,TP53;;;P04637;-1
376,5894,,,,,,RAF1;;;P04049;-1
377,81552,,,,,,VOPP1;;;Q96AW1;-1
378,4155,,,,,,MBP;;;P02686;-1
379,114928,,,,,,GPRASP2;;;Q96D09;66.88378213418406
380,983,,,,,,CDK1;;;P06493;143.91765012235817
381,3014,H2AFX;-1;-1
382,84708,,,,,,LNX1;;;Q8TBB1;74.85496663855461
383,1874,,,,,,E2F4;;;Q16254;-1
384,1459,,,,,,CSNK2A2;;;P19784;104.91111571228859
385,7015,,,,,,TERT;;;O14746;-1
386,5052,,,,,,PRDX1;;;Q06830;-1
387,4744,,,,,,NEFH;;;P12036;-1
388,4637,,,,,,MYL6;;;P60660;-1
389,4627,,,,,,MYH9;;;P35579;-1
390,345651,,,,,,ACTBL2;;;Q562R1;123.12941706317092
391,6169,,,,,,RPL38;;;P63173;-1
392,6167,,,,,,RPL37;;;P61927;-1
393,6173,,,,,,RPL36A;;;P83881;-1
394,6147,,,,,,RPL23A;;;P62750;-1
395,6143,,,,,,RPL19;;;P84098;-1
396,6146,,,,,,RPL22;;;P35268;-1
397,6159,,,,,,RPL29;;;P47914;-1
398,6152,,,,,,RPL24;;;P83731;-1
399,6194,,,,,,RPS6;;;P62753;-1
400,6191,,,,,,RPS4X;;;P62701;-1
401,6188,,,,,,RPS3;;;P23396;-1
402,6205,,,,,,RPS11;;;P62280;-1
403,6208,,,,,,RPS14;;;P62263;-1
404,6218,,,,,,RPS17;;;P08708;-1
405,6217,,,,,,RPS16;;;P62249;-1
406,6228,,,,,,RPS23;;;P62266;-1
407,6229,,,,,,RPS24;;;P62847;-1
408,6223,,,,,,RPS19;;;P39019;-1
409,6222,,,,,,RPS18;;;P62269;-1
410,6235,,,,,,RPS29;;;P62273;-1
411,6233,,,,,,RPS27A;;;P62979;-1
412,6230,,,,,,RPS25;;;P62851;-1
413,5646,,,,,,PRSS3;;;P35030;-1
414,388697,,,,,,HRNR;;;Q86YZ3;28.68738153228618
415,5928,,,,,,RBBP4;;;Q09028;-1
416,5931,,,,,,RBBP7;;;Q16576;-1
417,7431,,,,,,VIM;;;P08670;-1
418,80055,,,,,,PGAP1;;;Q75T13;-1
419,6734,,,,,,SRPRA;;;P08240;-1
420,8078,,,,,,USP5;;;P45974;-1
421,10935,,,,,,PRDX3;;;P30048;-1
422,10923,,,,,,SUB1;;;P53999;-1
423,9349,,,,,,RPL23;;;P62829;-1
424,11224,,,,,,RPL35;;;P42766;-1
425,11273,,,,,,ATXN2L;;;Q8WWM7;61.06227559251813
426,121504,HIST4H4;-1;-1
427,1457,,,,,,CSNK2A1;;;P68400;100.97741424432371
428,1460,,,,,,CSNK2B;;;P67870;87.48490625339986
429,203068,,,,,,TUBB;;;P07437;-1
430,1823,,,,,,DSC1;;;Q08554;46.1612148874426
431,1828,,,,,,DSG1;;;Q02413;50.27697104248289
432,1832,,,,,,DSP;;;P15924;-1
433,11051,,,,,,NUDT21;;;O43809;-1
434,2670,,,,,,GFAP;;;P14136;40.893267299425744
435,2197,,,,,,FAU;;;P62861;-1
436,57470,,,,,,LRRC47;;;Q8N1G4;98.91090167516803
437,117159,,,,,,DCD;;;P81605;103.2318226711171
438,31,,,,,,ACACA;;;Q13085;51.05340409669882
439,3728,,,,,,JUP;;;P14923;63.76760679687846
440,3240,,,,,,HP;;;P00738;81.34320709187047
441,3303,,,,,,HSPA1A;;;P0DMV8;84.56646294933472
442,3312,,,,,,HSPA8;;;P11142;92.50725443157566
443,3320,,,,,,HSP90AA1;;;P07900;70.89226710684353
444,3326,,,,,,HSP90AB1;;;P08238;70.89623281774811
445,3043,,,,,,HBB;;;P68871;190.08491112935351
446,3039,,,,,,HBA1;;;P69905;199.28151624582537
447,3006,HIST1H1C;-1;-1
448,3005,H1F0;-1;-1
449,3008,HIST1H1E;-1;-1
450,3189,,,,,,HNRNPH3;;;P31942;87.235322829137
451,3192,,,,,,HNRNPU;;;Q00839;67.33024471062546
452,29966,,,,,,STRN3;;;Q13033;-1
453,284194,,,,,,LGALS9B;;;Q3B8N2;98.44735878479041
454,339287,,,,,,MSL1;;;Q68DK7;-1
455,55715,,,,,,DOK4;;;Q8TEW6;97.61831227669924
456,57684,,,,,,ZBTB26;;;Q9HCK0;-1
457,92714,,,,,,ARRDC1;;;Q8N5I2;79.65911703656089
458,55734,,,,,,ZFP64;;;Q9NTW7;-1
459,3965,,,,,,LGALS9;;;O00182;107.10534662705643
460,10482,,,,,,NXF1;;;Q9UBU9;-1
461,5728,,,,,,PTEN;;;P60484;-1
462,6714,,,,,,SRC;;;P12931;-1
463,27037,,,,,,TRMT2A;;;Q8IZ69;-1
464,2244,,,,,,FGB;;;P02675;56.36912272365773
465,90655,,,,,,TGIF2LY;;;Q8IUE0;-1
466,84330,,,,,,ZNF414;;;Q96IQ9;-1
467,22836,,,,,,RHOBTB3;;;O94955;-1
468,284467,FAM19A3;-1;-1
469,11017,,,,,,SNRNP27;;;Q8WVK2;-1
470,55743,,,,,,CHFR;;;Q96EP1;72.5795386255525
471,64601,,,,,,VPS16;;;Q9H269;-1
472,8417,,,,,,STX7;;;O15400;-1
473,57617,,,,,,VPS18;;;Q9P253;-1
474,55823,,,,,,VPS11;;;Q9H270;-1
475,65082,,,,,,VPS33A;;;Q96AX1;-1
476,7405,,,,,,UVRAG;;;Q9P2Y5;-1
477,22879,,,,,,MON1B;;;Q7L1V2;-1
478,64400,,,,,,AKTIP;;;Q9H8T0;84.61077862214482
479,29911,,,,,,HOOK2;;;Q96ED9;35.40036157049757
480,84376,,,,,,HOOK3;;;Q86VS8;32.67562943512684
481,55720,,,,,,TSR1;;;Q2NL82;-1
482,23063,,,,,,WAPL;;;Q7Z5K2;-1
483,3842,,,,,,TNPO1;;;Q92973;-1
484,27072,,,,,,VPS41;;;P49754;-1
485,54967,,,,,,CT55;;;Q8WUE5;81.81372827295911
486,5316,,,,,,PKNOX1;;;P55347;-1
487,83547,,,,,,RILP;;;Q96NA2;-1
488,9392,,,,,,TGFBRAP1;;;Q8WUH2;-1
489,91,,,,,,ACVR1B;;;P36896;81.31733954223012
490,116541,,,,,,MRPL54;;;Q6P161;-1
491,64427,,,,,,TTC31;;;Q49AM3;-1
492,64960,,,,,,MRPS15;;;P82914;-1
493,23355,,,,,,VPS8;;;Q8N3P4;-1
494,23438,,,,,,HARS2;;;P49590;95.88359772633135
495,5747,,,,,,PTK2;;;Q05397;-1
496,5694,,,,,,PSMB6;;;P28072;-1
497,51373,,,,,,MRPS17;;;Q9Y2R5;-1
